id	chr	gene_length
NM_032267	chr1	38571
NM_022371	chr1	14016
NM_004455	chr1	14682
NM_001009899	chr3	48259
NM_053026	chr3	272005
NM_001043352	chr1	27946
NM_001043353	chr1	27946
NM_153649	chr1	27946
NM_012298	chr3	38131
NM_031935	chr1	456403
NM_014826	chr1	328260
NM_001077197	chr2	485090
NM_001081455	chr3	37094
NM_014879	chr3	66326
NM_144625	chr1	118076
NM_153605	chr3	67993
NM_016347	chr2	830
NM_018406	chr3	64235
NM_032974	chr2	46490
NM_032977	chr2	38763
NM_001230	chr2	38763
NM_194247	chr2	11264
NM_014668	chr2	108671
NM_173825	chr3	55855
NM_144622	chr1	15254
NM_025000	chr2	50702
NM_003304	chr3	83462
NM_022873	chr1	6153
NM_024686	chr1	129775
NM_001040217	chr1	10295
NM_001039777	chr1	1983
NM_001039773	chr1	2336
NM_044472	chr1	38176
NM_001039802	chr1	40316
NM_001791	chr1	40316
NM_001039775	chr1	21993
NM_078626	chr1	4666
NM_015090	chr1	194127
NM_001039753	chr2	17284
NM_001039724	chr2	62409
NM_001039845	chr2	27560
NM_001039770	chr3	6377
NM_001039783	chr3	36776
NM_001039788	chr3	4876
NM_004921	chr1	21100
NM_001039909	chr3	3081
NM_053274	chr1	52610
NM_080657	chr2	20568
NM_032315	chr1	43303
NM_181809	chr1	38222
NM_032174	chr1	4573
NM_006225	chr3	22145
NM_001004196	chr3	29741
NM_005944	chr3	29741
NM_017819	chr3	4376
NM_001017961	chr1	96950
NM_015717	chr2	5606
NM_152763	chr1	41185
NM_152500	chr1	3957
NM_007259	chr1	78163
NM_000379	chr2	80424
NM_001768	chr2	6399
NM_171827	chr2	6399
NM_144772	chr1	2532
NM_017940	chr1	49571
NM_001040125	chr1	17054
NM_001040126	chr1	17054
NM_017765	chr1	17054
NM_052896	chr1	651835
NM_017940	chr1	1362094
NM_018012	chr1	548142
NM_012260	chr3	40889
NM_024980	chr1	24754
NM_030933	chr1	53553
NM_025076	chr2	101036
NM_032047	chr3	20147
NM_001040182	chr3	7593
NM_001040183	chr3	7593
NM_001040199	chr3	7593
NM_001040200	chr3	7593
NM_019895	chr3	7593
NM_016009	chr1	43610
NM_014704	chr1	42454
NM_001042385	chr2	40987
NM_001042386	chr2	40987
NM_006036	chr2	40987
NM_015644	chr3	26635
NM_001025930	chr3	26136
NM_004844	chr3	77748
NM_001018009	chr3	86545
NM_017977	chr1	32250
NM_012293	chr2	112632
NM_018089	chr2	6912
NM_001042410	chr2	6781
NM_033083	chr3	15056
NM_182935	chr3	48423
NM_130446	chr3	68181
NM_001042383	chr3	79296
NM_001042384	chr3	89278
NM_001042400	chr3	78974
NM_025180	chr3	78824
NM_182909	chr3	281361
NM_014890	chr3	28274
NM_001042459	chr3	266577
NM_001042467	chr2	68083
NM_024101	chr2	68083
NM_014445	chr3	4648
NM_020458	chr2	134962
NM_000682	chr2	3263
NM_016305	chr3	4193
NM_001042533	chr3	30564
NM_032778	chr3	30564
NM_153182	chr3	30635
NM_001042540	chr3	7192
NM_007362	chr3	7192
NM_001079809	chr1	16132
NM_001079811	chr3	100214
NM_000404	chr3	100594
NM_003178	chr3	181365
NM_133625	chr3	187671
NM_002292	chr3	12053
NM_001079878	chr2	52447
NM_001298	chr2	52447
NM_001079862	chr2	5619
NM_020548	chr2	5517
NM_001079863	chr2	4872
NM_001080473	chr2	14193
NM_001080459	chr2	1574
NM_001080433	chr2	202052
NM_001080410	chr2	16244
NM_001080474	chr2	32959
NM_001080535	chr2	7715
NM_001080527	chr2	101926
NM_001080427	chr2	686826
NM_001080458	chr2	3856
NM_001080545	chr2	131869
NM_001080539	chr2	93175
NM_001080445	chr2	40309
NM_001080475	chr2	173350
NM_001080500	chr2	164516
NM_003113	chr2	100372
NM_001080391	chr2	129447
NM_001080504	chr2	36127
NM_001080437	chr2	95389
NM_001080517	chr3	80436
NM_001080423	chr3	48416
NM_001080525	chr3	21496
NM_001080528	chr3	12354
NM_001080537	chr3	12548
NM_001080393	chr3	87138
NM_001080448	chr3	937880
NM_001080412	chr3	62912
NM_001080415	chr3	59196
NM_000685	chr3	45133
NM_004835	chr3	45133
NM_009585	chr3	45133
NM_031850	chr3	45133
NM_032049	chr3	12824
NM_001080440	chr3	7135
NM_001080460	chr3	15851
NM_001080513	chr3	11162
NM_001080856	chr2	1279
NM_017974	chr2	44104
NM_030803	chr2	44104
NM_001080835	chr2	1170
NM_022134	chr2	27463
NM_001080744	chr3	215034
NM_001080745	chr3	215034
NM_001346	chr3	215034
NM_025190	chr2	85069
NM_000335	chr3	101611
NM_198056	chr3	101611
